ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"Then, Angie and Erika were working at the mountain. Erika decided to give a watermelon to",Angie,"Then, Autumn and Ella were working at the mountain. Celine decided to give a watermelon to",Shamar,Erika,Ella
"After the lunch, Virginia and Estelle went to the bar. Estelle gave a blackberry to",Virginia,"After the lunch, Jennifer and Erick went to the bar. Francesco gave a blackberry to",Casey,Estelle,Erick
"After Pauline and Nellie went to the cave, Pauline gave a cantaloupe to",Nellie,"After Calvin and Ramiro went to the cave, Hailey gave a cantaloupe to",Tristian,Pauline,Calvin
The store Natasha and Chelsea went to had a watermelon. Natasha gave it to,Chelsea,The store Harley and John went to had a watermelon. Stuart gave it to,Daryl,Natasha,Harley
"When Deanna and Richard got a pineapple at the cave, Richard decided to give it to",Deanna,"When Reina and Ryan got a pineapple at the cave, Dominik decided to give it to",Ally,Richard,Ryan
"When Wilma and Marilyn got a plum at the lake, Marilyn decided to give it to",Wilma,"When Sonya and Jorden got a plum at the lake, Ruth decided to give it to",Brad,Marilyn,Jorden
"While Alyssa and Robin were working at the park, Robin gave a blackberry to",Alyssa,"While Rosalinda and Scott were working at the park, Rashad gave a blackberry to",Wayne,Robin,Scott
"Then, Theresa and Grace had a lot of fun at the lake. Grace gave a strawberry to",Theresa,"Then, Valeria and Marsha had a lot of fun at the lake. Romeo gave a strawberry to",German,Grace,Marsha
"Afterwards, Pauline and Angie went to the market. Pauline gave a raspberry to",Angie,"Afterwards, Hallie and Kinsey went to the market. Reanna gave a raspberry to",Tatiana,Pauline,Hallie
The market Bernadette and Jacqueline went to had a cherry. Bernadette gave it to,Jacqueline,The market Leroy and Jazmine went to had a cherry. Shakira gave it to,Alyssa,Bernadette,Leroy
The store Anita and Ethel went to had a pear. Ethel gave it to,Anita,The store Natasha and Junior went to had a pear. Melanie gave it to,Weston,Ethel,Junior
"While Kari and Angie were working at the beach, Kari gave a apple to",Angie,"While Isaak and Melisa were working at the beach, Ladarius gave a apple to",Lourdes,Kari,Isaak
"While Megan and Sheila were working at the gym, Megan gave a raspberry to",Sheila,"While Nicklaus and Savannah were working at the gym, Ari gave a raspberry to",Nora,Megan,Nicklaus
"Then, Paula and Gwen were thinking about going to the forest. Gwen wanted to give a papaya to",Paula,"Then, Johan and Perla were thinking about going to the forest. Joshua wanted to give a papaya to",Kian,Gwen,Perla
"Afterwards, Yolanda and Sonia went to the bar. Sonia gave a strawberry to",Yolanda,"Afterwards, Savanah and Jayde went to the bar. Alexus gave a strawberry to",Cortez,Sonia,Jayde
Friends Leona and Natasha found a banana at the beach. Natasha gave it to,Leona,Friends Macie and Maximus found a banana at the beach. Elliott gave it to,Preston,Natasha,Maximus
"After the lunch, Bernadette and Harriet went to the river. Bernadette gave a strawberry to",Harriet,"After the lunch, Krystal and Diane went to the river. Rachel gave a strawberry to",Reuben,Bernadette,Krystal
"After the lunch, Heidi and Estelle went to the home. Estelle gave a plum to",Heidi,"After the lunch, Misty and Alena went to the home. Rodney gave a plum to",Kaley,Estelle,Alena
"Afterwards, Alice and Ella went to the theater. Alice gave a blueberry to",Ella,"Afterwards, Thomas and Halie went to the theater. Dalton gave a blueberry to",Alexandrea,Alice,Thomas
"While Richard and Heidi were commuting to the beach, Richard gave a apple to",Heidi,"While Peter and Skyler were commuting to the beach, Neil gave a apple to",Naomi,Richard,Peter
"Then, Diana and Pauline were thinking about going to the theater. Pauline wanted to give a honeydew to",Diana,"Then, Janelle and Hana were thinking about going to the theater. Tierra wanted to give a honeydew to",Rachel,Pauline,Hana
"While Teresa and Marian were working at the forest, Teresa gave a coconut to",Marian,"While Kale and Gillian were working at the forest, Christina gave a coconut to",Nash,Teresa,Kale
"After the lunch, Harriet and Kristina went to the shop. Kristina gave a peach to",Harriet,"After the lunch, Stefan and Marlee went to the shop. Conner gave a peach to",Richard,Kristina,Marlee
"Then, Miriam and Leona were thinking about going to the bar. Miriam wanted to give a pineapple to",Leona,"Then, Malachi and Julie were thinking about going to the bar. Sabastian wanted to give a pineapple to",Paloma,Miriam,Malachi
Friends Virginia and Rachel found a grape at the market. Rachel gave it to,Virginia,Friends Diamond and Tyler found a grape at the market. Blair gave it to,Alicia,Rachel,Tyler
"When Marsha and Lorraine got a apple at the market, Marsha decided to give the apple to",Lorraine,"When Noe and Kaela got a apple at the market, Sawyer decided to give the apple to",Kiera,Marsha,Noe
The school Inez and Marian went to had a raspberry. Inez gave it to,Marian,The school Cynthia and Dillon went to had a raspberry. Jakob gave it to,Francesca,Inez,Cynthia
"Afterwards, Bernadette and Stella went to the cafe. Bernadette gave a honeydew to",Stella,"Afterwards, Gianna and Carlton went to the cafe. Kaila gave a honeydew to",Valeria,Bernadette,Gianna
Friends Sonia and Rosa found a raspberry at the desert. Sonia gave it to,Rosa,Friends Denise and Shannon found a raspberry at the desert. Frances gave it to,Cindy,Sonia,Denise
"Then, Robin and Ella were working at the library. Robin decided to give a pear to",Ella,"Then, Jerry and Rosa were working at the library. Antony decided to give a pear to",Ryann,Robin,Jerry
"Then, Kelly and Virginia had a lot of fun at the museum. Kelly gave a plum to",Virginia,"Then, Jason and Mario had a lot of fun at the museum. Lucas gave a plum to",Levi,Kelly,Jason
"When Kelly and Charlene got a strawberry at the home, Kelly decided to give the strawberry to",Charlene,"When Dallas and Derick got a strawberry at the home, Justice decided to give the strawberry to",Jaclyn,Kelly,Dallas
Friends Jessica and Ella found a cantaloupe at the cave. Jessica gave it to,Ella,Friends India and Jaylen found a cantaloupe at the cave. Carlee gave it to,Faith,Jessica,India
"Then, Irma and Loretta were working at the mountain. Irma decided to give a raspberry to",Loretta,"Then, Colten and Bernadette were working at the mountain. Harley decided to give a raspberry to",Regan,Irma,Colten
"When Marilyn and Rosemarie got a coconut at the theater, Marilyn decided to give it to",Rosemarie,"When Shelby and Beatriz got a coconut at the theater, Ashleigh decided to give it to",Ramiro,Marilyn,Shelby
"When Marsha and Virginia got a blackberry at the theater, Marsha decided to give the blackberry to",Virginia,"When Jayce and Jennifer got a blackberry at the theater, Steven decided to give the blackberry to",Jonathan,Marsha,Jayce
"While Mona and Rosa were commuting to the river, Mona gave a grape to",Rosa,"While Kiana and Reed were commuting to the river, Conor gave a grape to",Nestor,Mona,Kiana
"While Bernadette and Stacy were commuting to the park, Bernadette gave a strawberry to",Stacy,"While Osvaldo and Trisha were commuting to the park, Dorian gave a strawberry to",Sofia,Bernadette,Osvaldo
"Afterwards, Alice and Jessie went to the park. Alice gave a raspberry to",Jessie,"Afterwards, Jamie and Leonard went to the park. Elena gave a raspberry to",Kai,Alice,Jamie
"After the lunch, William and Sonia went to the river. Sonia gave a pineapple to",William,"After the lunch, Carter and Justyn went to the river. Denise gave a pineapple to",Mercedes,Sonia,Justyn
"Then, Charlene and Stacey were working at the bar. Stacey decided to give a cantaloupe to",Charlene,"Then, Dejah and Jaylan were working at the bar. Silas decided to give a cantaloupe to",Kristian,Stacey,Jaylan
Friends Bernadette and Angie found a pear at the lake. Bernadette gave it to,Angie,Friends Elyssa and Janice found a pear at the lake. Alana gave it to,Karissa,Bernadette,Elyssa
"After the lunch, Bernadette and Charlene went to the cave. Bernadette gave a cherry to",Charlene,"After the lunch, Jailyn and Alize went to the cave. Maximiliano gave a cherry to",Mollie,Bernadette,Jailyn
"Then, Yolanda and Geneva went to the mountain. Geneva gave a kiwi to",Yolanda,"Then, Romeo and Jaden went to the mountain. Alexandro gave a kiwi to",Braedon,Geneva,Jaden
"Then, Suzanne and William went to the bar. Suzanne gave a watermelon to",William,"Then, Parker and Anne went to the bar. Leonardo gave a watermelon to",Alec,Suzanne,Parker
"Then, Alice and Nellie had a lot of fun at the bar. Alice gave a orange to",Nellie,"Then, Georgia and Adolfo had a lot of fun at the bar. Darby gave a orange to",Brandy,Alice,Georgia
"Then, Grace and Sheila went to the zoo. Grace gave a watermelon to",Sheila,"Then, Natalie and Valerie went to the zoo. Daniel gave a watermelon to",Diana,Grace,Natalie
"While Lorraine and Velma were working at the gym, Velma gave a papaya to",Lorraine,"While Curtis and Jana were working at the gym, Jayden gave a papaya to",Kasey,Velma,Jana
"While Stacey and Mattie were commuting to the museum, Stacey gave a banana to",Mattie,"While Genesis and Jacklyn were commuting to the museum, Cielo gave a banana to",Sonya,Stacey,Genesis
"When Brandy and Teresa got a orange at the library, Teresa decided to give it to",Brandy,"When Aja and Carley got a orange at the library, Gavin decided to give it to",Hamza,Teresa,Carley
"Then, Harriet and Ethel were working at the market. Ethel decided to give a papaya to",Harriet,"Then, Amelia and Pierce were working at the market. Rolando decided to give a papaya to",Isabel,Ethel,Pierce
"While Robin and Leona were commuting to the lake, Robin gave a orange to",Leona,"While Mario and Saul were commuting to the lake, Jalyn gave a orange to",Lukas,Robin,Mario
"Then, Faye and Leona went to the cave. Faye gave a plum to",Leona,"Then, Kaleigh and Kyra went to the cave. Monserrat gave a plum to",Georgia,Faye,Kaleigh
"Then, Rosemarie and Eleanor went to the desert. Eleanor gave a cantaloupe to",Rosemarie,"Then, Lonnie and Valeria went to the desert. Quintin gave a cantaloupe to",Khalid,Eleanor,Valeria
"While Evelyn and Sophia were commuting to the library, Sophia gave a pineapple to",Evelyn,"While Kirstin and Yasmine were commuting to the library, Bruno gave a pineapple to",Don,Sophia,Yasmine
"After Agnes and Melanie went to the river, Agnes gave a raspberry to",Melanie,"After Kali and Dangelo went to the river, Gavin gave a raspberry to",Josephine,Agnes,Kali
"Then, Heidi and Kristi had a lot of fun at the river. Kristi gave a pear to",Heidi,"Then, Jaime and Johnnie had a lot of fun at the river. Bryana gave a pear to",Jarrett,Kristi,Johnnie
"Then, Marilyn and Janet were working at the beach. Marilyn decided to give a pear to",Janet,"Then, Jaxon and Clint were working at the beach. Stephanie decided to give a pear to",Allison,Marilyn,Jaxon
"After the lunch, Amanda and Fannie went to the beach. Fannie gave a banana to",Amanda,"After the lunch, Mercedes and Alexia went to the beach. Marquez gave a banana to",Whitney,Fannie,Alexia
"After Loretta and Leigh went to the museum, Leigh gave a strawberry to",Loretta,"After Rachael and Melina went to the museum, Landon gave a strawberry to",Charlotte,Leigh,Melina
Friends Maggie and William found a orange at the museum. Maggie gave it to,William,Friends Vivian and Dallas found a orange at the museum. Mary gave it to,Ernest,Maggie,Vivian
"After David and Velma went to the library, Velma gave a watermelon to",David,"After Kyle and Clara went to the library, Nikki gave a watermelon to",Kaden,Velma,Clara
"Then, Rebecca and Amanda were working at the museum. Rebecca decided to give a banana to",Amanda,"Then, Tucker and Darrell were working at the museum. Isaac decided to give a banana to",Alvin,Rebecca,Tucker
"While Lee and Ella were working at the forest, Lee gave a coconut to",Ella,"While Peter and Adrian were working at the forest, Ulises gave a coconut to",Maddison,Lee,Peter
"After the lunch, Brandy and Sonia went to the home. Sonia gave a coconut to",Brandy,"After the lunch, Gunner and Amaya went to the home. Kira gave a coconut to",Guy,Sonia,Amaya
The theater Velma and Kim went to had a cantaloupe. Velma gave it to,Kim,The theater Paula and Blake went to had a cantaloupe. Ibrahim gave it to,Rebecca,Velma,Paula
"After the lunch, Brian and Natasha went to the mountain. Natasha gave a blueberry to",Brian,"After the lunch, Alex and Tanner went to the mountain. Cindy gave a blueberry to",Eleanor,Natasha,Tanner
"While Dianne and Fannie were working at the desert, Fannie gave a coconut to",Dianne,"While Wendy and Talon were working at the desert, Javier gave a coconut to",Mercedes,Fannie,Talon
"Then, Violet and Dianne went to the home. Violet gave a coconut to",Dianne,"Then, Earl and Shayna went to the home. Edwin gave a coconut to",Karl,Violet,Earl
"After Agnes and Anne went to the library, Agnes gave a banana to",Anne,"After Macie and Jennifer went to the library, Victor gave a banana to",Zackary,Agnes,Macie
"Then, Kelly and Lorraine were thinking about going to the lake. Kelly wanted to give a coconut to",Lorraine,"Then, Jack and Yesenia were thinking about going to the lake. Ciara wanted to give a coconut to",Colt,Kelly,Jack
"Then, Violet and Angie had a lot of fun at the shop. Violet gave a orange to",Angie,"Then, Ryley and Kathy had a lot of fun at the shop. Aliyah gave a orange to",Tiffany,Violet,Ryley
"After Kristina and Carmen went to the theater, Kristina gave a honeydew to",Carmen,"After Presley and Sydnee went to the theater, Elias gave a honeydew to",Sheridan,Kristina,Presley
"Then, Janet and Rebecca were thinking about going to the theater. Rebecca wanted to give a cantaloupe to",Janet,"Then, Melody and Juliana were thinking about going to the theater. Pablo wanted to give a cantaloupe to",Rita,Rebecca,Juliana
"Then, Deanna and Bernadette went to the cave. Bernadette gave a honeydew to",Deanna,"Then, Dario and Mckenzie went to the cave. Maddison gave a honeydew to",Brycen,Bernadette,Mckenzie
"Afterwards, Leigh and Deanna went to the cave. Leigh gave a peach to",Deanna,"Afterwards, Shawn and Moshe went to the cave. Nathen gave a peach to",Aaron,Leigh,Shawn
The shop Anita and Carol went to had a coconut. Carol gave it to,Anita,The shop Adrian and Gavin went to had a coconut. Conrad gave it to,Charity,Carol,Gavin
"When Pauline and Rosemarie got a orange at the park, Pauline decided to give it to",Rosemarie,"When Karina and Josiah got a orange at the park, Mckenzie decided to give it to",Neha,Pauline,Karina
"When Rebecca and Nellie got a mango at the mountain, Rebecca decided to give the mango to",Nellie,"When Ashly and Thaddeus got a mango at the mountain, Emilee decided to give the mango to",Kaylee,Rebecca,Ashly
The beach Virginia and Kristi went to had a banana. Kristi gave it to,Virginia,The beach Ruby and Whitney went to had a banana. Jena gave it to,Liana,Kristi,Whitney
"Then, Irma and Lorraine were working at the river. Irma decided to give a watermelon to",Lorraine,"Then, Kaylynn and Emiliano were working at the river. Miles decided to give a watermelon to",Eliza,Irma,Kaylynn
"While Marilyn and Yolanda were commuting to the museum, Marilyn gave a coconut to",Yolanda,"While Josiah and Geoffrey were commuting to the museum, Kristin gave a coconut to",Jovani,Marilyn,Josiah
"Then, Kelly and William had a lot of fun at the market. Kelly gave a cantaloupe to",William,"Then, Leon and Christian had a lot of fun at the market. Marco gave a cantaloupe to",Ryan,Kelly,Leon
"When Pat and Theresa got a strawberry at the home, Pat decided to give the strawberry to",Theresa,"When Jose and Raul got a strawberry at the home, Lewis decided to give the strawberry to",Philip,Pat,Jose
"After Yvette and Ella went to the school, Yvette gave a honeydew to",Ella,"After Jarred and Colt went to the school, Keaton gave a honeydew to",Katelyn,Yvette,Jarred
"Afterwards, Yolanda and Lula went to the beach. Lula gave a cantaloupe to",Yolanda,"Afterwards, Jazlyn and Kaia went to the beach. Dayne gave a cantaloupe to",Adrienne,Lula,Kaia
"Then, Sheila and Megan were thinking about going to the cafe. Megan wanted to give a kiwi to",Sheila,"Then, Kirk and Reid were thinking about going to the cafe. Clarence wanted to give a kiwi to",Dalton,Megan,Reid
"Then, Megan and Marian went to the forest. Megan gave a mango to",Marian,"Then, Rebecca and Muhammad went to the forest. Luke gave a mango to",Jason,Megan,Rebecca
"Afterwards, Theresa and Irma went to the zoo. Irma gave a strawberry to",Theresa,"Afterwards, Maximus and Heath went to the zoo. Chelsea gave a strawberry to",Scott,Irma,Heath
"When Rebecca and William got a orange at the cave, Rebecca decided to give it to",William,"When Julien and Madison got a orange at the cave, Carl decided to give it to",Ellen,Rebecca,Julien
The cafe Leigh and Jacqueline went to had a blueberry. Leigh gave it to,Jacqueline,The cafe Adrian and Cielo went to had a blueberry. Meghan gave it to,Isabella,Leigh,Adrian
The school Kristi and Loretta went to had a plum. Kristi gave it to,Loretta,The school Ricky and Yessenia went to had a plum. Jordyn gave it to,Shayna,Kristi,Ricky
"While Rebecca and Anita were working at the river, Rebecca gave a banana to",Anita,"While Lori and Trinity were working at the river, Frances gave a banana to",Joel,Rebecca,Lori
"Then, Sheila and Estelle were working at the theater. Estelle decided to give a orange to",Sheila,"Then, Cameron and Dayna were working at the theater. Bernardo decided to give a orange to",Simon,Estelle,Dayna
"When Heidi and Megan got a pear at the museum, Megan decided to give the pear to",Heidi,"When Rahul and Kathy got a pear at the museum, Zion decided to give the pear to",Rosa,Megan,Kathy
"Then, Kari and Juana had a lot of fun at the beach. Kari gave a honeydew to",Juana,"Then, Breonna and Tamara had a lot of fun at the beach. Rolando gave a honeydew to",Bruce,Kari,Breonna
"Then, Grace and Diana were thinking about going to the museum. Grace wanted to give a apple to",Diana,"Then, Owen and Perry were thinking about going to the museum. Franklin wanted to give a apple to",Sylvia,Grace,Owen
"After Angie and Erika went to the bar, Erika gave a banana to",Angie,"After Garrett and Darby went to the bar, Cierra gave a banana to",Kaela,Erika,Darby
"When Irma and Brian got a banana at the museum, Irma decided to give the banana to",Brian,"When Brooke and Chris got a banana at the museum, Aaron decided to give the banana to",Courtney,Irma,Brooke
The river Kevin and Wilma went to had a honeydew. Kevin gave it to,Wilma,The river Dan and Rory went to had a honeydew. Anya gave it to,Nicholas,Kevin,Dan
"While Irma and Wilma were working at the market, Irma gave a coconut to",Wilma,"While Laney and Quinn were working at the market, Kenna gave a coconut to",Deborah,Irma,Laney
"While Kathryn and Estelle were working at the beach, Estelle gave a pineapple to",Kathryn,"While Darlene and Bradly were working at the beach, Lorena gave a pineapple to",Kevin,Estelle,Bradly
"Afterwards, Susan and Maggie went to the cave. Maggie gave a cherry to",Susan,"Afterwards, River and Alyssa went to the cave. Ruth gave a cherry to",Lara,Maggie,Alyssa
"Then, Sarah and Inez went to the forest. Inez gave a watermelon to",Sarah,"Then, Dan and Shakira went to the forest. Hope gave a watermelon to",Gaven,Inez,Shakira
"After the lunch, Chelsea and Rebecca went to the desert. Rebecca gave a peach to",Chelsea,"After the lunch, Max and Dale went to the desert. Madison gave a peach to",Kevin,Rebecca,Dale
"While Maggie and Rosa were working at the shop, Maggie gave a plum to",Rosa,"While Brisa and Orlando were working at the shop, Mario gave a plum to",Katy,Maggie,Brisa
"While Lee and Ella were commuting to the home, Lee gave a blueberry to",Ella,"While Kent and Sammy were commuting to the home, Mason gave a blueberry to",Melody,Lee,Kent
"When Robin and Loretta got a papaya at the shop, Robin decided to give the papaya to",Loretta,"When Ross and Jacqueline got a papaya at the shop, Jack decided to give the papaya to",Breanna,Robin,Ross
"Then, Agnes and Ginger had a lot of fun at the cave. Agnes gave a grape to",Ginger,"Then, Freddie and Declan had a lot of fun at the cave. Chloe gave a grape to",Marques,Agnes,Freddie
Friends Leigh and Yolanda found a plum at the mountain. Leigh gave it to,Yolanda,Friends Meagan and Darnell found a plum at the mountain. Taryn gave it to,Rohan,Leigh,Meagan
"After Yolanda and Agnes went to the cave, Agnes gave a honeydew to",Yolanda,"After Lisette and Aria went to the cave, Hernan gave a honeydew to",Jalen,Agnes,Aria
"Then, Leigh and William had a lot of fun at the cave. Leigh gave a pear to",William,"Then, Maya and Ryan had a lot of fun at the cave. Jaime gave a pear to",Stuart,Leigh,Maya
"Then, Marian and Melissa were thinking about going to the cave. Melissa wanted to give a blackberry to",Marian,"Then, Lyric and Tina were thinking about going to the cave. Elsa wanted to give a blackberry to",Kane,Melissa,Tina
"When Leigh and Sheila got a apple at the museum, Leigh decided to give the apple to",Sheila,"When Darrell and Helen got a apple at the museum, Joel decided to give the apple to",Jonah,Leigh,Darrell
"While Jackie and Deanna were working at the market, Jackie gave a banana to",Deanna,"While Koby and Nicole were working at the market, Alexandrea gave a banana to",Derek,Jackie,Koby
"When Carol and Wilma got a coconut at the school, Carol decided to give it to",Wilma,"When Alonso and Lincoln got a coconut at the school, Krystal decided to give it to",Sydnie,Carol,Alonso
"Then, Nellie and Alice went to the cafe. Alice gave a apple to",Nellie,"Then, Jailyn and Rachel went to the cafe. Ezra gave a apple to",Brodie,Alice,Rachel
The bar Ethel and Chelsea went to had a grape. Ethel gave it to,Chelsea,The bar Fidel and Pat went to had a grape. Harry gave it to,Cielo,Ethel,Fidel
"When Martha and Evelyn got a cherry at the gym, Martha decided to give the cherry to",Evelyn,"When Silas and Jaxson got a cherry at the gym, Helen decided to give the cherry to",Carmen,Martha,Silas
"Then, Erika and Theresa went to the library. Erika gave a pear to",Theresa,"Then, Damaris and Luis went to the library. Rachelle gave a pear to",Remington,Erika,Damaris
"After Jessica and Juana went to the theater, Jessica gave a coconut to",Juana,"After James and Ellis went to the theater, Brooke gave a coconut to",Madisyn,Jessica,James
"Then, Charlene and Jessica were working at the mountain. Jessica decided to give a cherry to",Charlene,"Then, Hailey and Donald were working at the mountain. Angela decided to give a cherry to",Sage,Jessica,Donald
"While Faye and Janet were commuting to the museum, Faye gave a peach to",Janet,"While Griffin and Miles were commuting to the museum, Jaylin gave a peach to",Caitlyn,Faye,Griffin
"After the lunch, Mark and Lee went to the market. Lee gave a apple to",Mark,"After the lunch, Carter and Faith went to the market. Neil gave a apple to",River,Lee,Faith
"While Gwen and Melanie were working at the beach, Gwen gave a blackberry to",Melanie,"While Elmer and Carla were working at the beach, Natasha gave a blackberry to",Calista,Gwen,Elmer
"After the lunch, Marsha and Dianne went to the bar. Marsha gave a banana to",Dianne,"After the lunch, Maribel and Bernadette went to the bar. India gave a banana to",Deshaun,Marsha,Maribel
"When Carol and Rosa got a strawberry at the gym, Carol decided to give it to",Rosa,"When Liam and Kennedy got a strawberry at the gym, Brock decided to give it to",Aurora,Carol,Liam
"Then, Megan and Mildred had a lot of fun at the museum. Megan gave a mango to",Mildred,"Then, Dominique and Marlon had a lot of fun at the museum. Rosemary gave a mango to",Kurt,Megan,Dominique
"Then, Jody and Theresa went to the theater. Jody gave a raspberry to",Theresa,"Then, Alexa and Jamari went to the theater. Savion gave a raspberry to",Ruth,Jody,Alexa
"Then, Kathryn and Kari were working at the mountain. Kari decided to give a kiwi to",Kathryn,"Then, Greta and Joelle were working at the mountain. Jimmie decided to give a kiwi to",Anna,Kari,Joelle
The store Marilyn and Chelsea went to had a cantaloupe. Marilyn gave it to,Chelsea,The store Sofia and August went to had a cantaloupe. Donald gave it to,Mohammed,Marilyn,Sofia
"While Sheila and Irma were commuting to the desert, Irma gave a papaya to",Sheila,"While Erica and Allison were commuting to the desert, Jill gave a papaya to",Tyler,Irma,Allison
"Then, Deanna and Grace were working at the forest. Grace decided to give a cantaloupe to",Deanna,"Then, Randi and Haylee were working at the forest. Haven decided to give a cantaloupe to",Amber,Grace,Haylee
Friends Kari and Sarah found a apple at the cafe. Kari gave it to,Sarah,Friends Lincoln and Elsa found a apple at the cafe. Mariam gave it to,Cora,Kari,Lincoln
"Then, Mattie and Maggie had a lot of fun at the desert. Maggie gave a blackberry to",Mattie,"Then, Katie and Abril had a lot of fun at the desert. Chandler gave a blackberry to",Stephan,Maggie,Abril
"Afterwards, Suzanne and Juana went to the school. Suzanne gave a cherry to",Juana,"Afterwards, Liana and Jalon went to the school. Malik gave a cherry to",Kristopher,Suzanne,Liana
"After Jacqueline and Robin went to the cave, Robin gave a kiwi to",Jacqueline,"After Giovanny and Brad went to the cave, Johan gave a kiwi to",Conrad,Robin,Brad
"While Alice and Paula were commuting to the river, Alice gave a orange to",Paula,"While Anthony and Freddie were commuting to the river, Charity gave a orange to",Turner,Alice,Anthony
"When Sonia and Juana got a blueberry at the home, Sonia decided to give it to",Juana,"When Mandy and Helen got a blueberry at the home, Adrien decided to give it to",Aaron,Sonia,Mandy
"While Loretta and Robin were commuting to the shop, Robin gave a watermelon to",Loretta,"While Wendy and Roman were commuting to the shop, Kaylie gave a watermelon to",Arlene,Robin,Roman
"Then, Kristina and Harriet had a lot of fun at the desert. Kristina gave a banana to",Harriet,"Then, Genesis and Aiden had a lot of fun at the desert. Haylee gave a banana to",Mohamed,Kristina,Genesis
"After Shannon and Yolanda went to the cafe, Shannon gave a honeydew to",Yolanda,"After Moshe and Agustin went to the cafe, Ramiro gave a honeydew to",Clark,Shannon,Moshe
"When Natasha and Mark got a orange at the river, Natasha decided to give the orange to",Mark,"When Melody and Will got a orange at the river, Adrian decided to give the orange to",Francis,Natasha,Melody
"Then, Carol and Paula were thinking about going to the mountain. Carol wanted to give a pear to",Paula,"Then, Alia and Derek were thinking about going to the mountain. Colin wanted to give a pear to",Jaime,Carol,Alia
The gym Doris and Faye went to had a kiwi. Faye gave it to,Doris,The gym Clint and Tierra went to had a kiwi. America gave it to,Kacey,Faye,Tierra
"Then, Natasha and Brandy went to the beach. Natasha gave a coconut to",Brandy,"Then, Jonathon and Roberto went to the beach. Jadyn gave a coconut to",Donovan,Natasha,Jonathon
"After the lunch, Ella and Alice went to the bar. Alice gave a cherry to",Ella,"After the lunch, Bonnie and River went to the bar. Lawson gave a cherry to",Alexis,Alice,River
The library Heidi and Leigh went to had a papaya. Leigh gave it to,Heidi,The library Ashton and Grayson went to had a papaya. Jaime gave it to,Felix,Leigh,Grayson
The market William and Kelly went to had a banana. Kelly gave it to,William,The market Jacob and Larry went to had a banana. Melvin gave it to,Jacob,Kelly,Larry
"Afterwards, Velma and Yolanda went to the cafe. Velma gave a cherry to",Yolanda,"Afterwards, Earl and Isaias went to the cafe. Aspen gave a cherry to",Keaton,Velma,Earl
"When Ella and Natasha got a raspberry at the cafe, Natasha decided to give the raspberry to",Ella,"When Breanne and Alexandro got a raspberry at the cafe, Eden decided to give the raspberry to",Kaylah,Natasha,Alexandro
"Then, Estelle and Doris were working at the bar. Estelle decided to give a banana to",Doris,"Then, Dandre and Theodore were working at the bar. Stephany decided to give a banana to",Maritza,Estelle,Dandre
"When Stacy and Kevin got a apple at the bar, Kevin decided to give the apple to",Stacy,"When Ronaldo and Steven got a apple at the bar, Brent decided to give the apple to",Jimmy,Kevin,Steven
"After Rosa and Inez went to the library, Inez gave a apple to",Rosa,"After Karson and Rafael went to the library, Dakota gave a apple to",Lucy,Inez,Rafael
"While Jessie and Fannie were working at the mountain, Fannie gave a raspberry to",Jessie,"While Keira and Tyree were working at the mountain, Michael gave a raspberry to",Aurora,Fannie,Tyree
"When Bernadette and Sheila got a peach at the zoo, Bernadette decided to give it to",Sheila,"When Harmony and Ivana got a peach at the zoo, Jevon decided to give it to",Terrance,Bernadette,Harmony
"While Kristina and Angie were commuting to the lake, Kristina gave a pear to",Angie,"While Dominique and Kenyon were commuting to the lake, Kianna gave a pear to",Jewel,Kristina,Dominique
"When Pat and Paula got a banana at the market, Pat decided to give it to",Paula,"When Brian and Stella got a banana at the market, Jake decided to give it to",Paige,Pat,Brian
"Afterwards, Diana and Marsha went to the school. Marsha gave a strawberry to",Diana,"Afterwards, Damion and Lea went to the school. Simone gave a strawberry to",Romeo,Marsha,Lea
"Then, Sonia and Nellie were working at the lake. Sonia decided to give a strawberry to",Nellie,"Then, Angie and Kolby were working at the lake. Phoenix decided to give a strawberry to",Jaquan,Sonia,Angie
"Afterwards, Mildred and Fannie went to the museum. Fannie gave a apple to",Mildred,"Afterwards, Mekhi and Rylan went to the museum. Natasha gave a apple to",Jailyn,Fannie,Rylan
"After the lunch, Stacey and Anne went to the store. Stacey gave a plum to",Anne,"After the lunch, Andreas and Chris went to the store. Dillon gave a plum to",Dayne,Stacey,Andreas
"Afterwards, Teresa and Mildred went to the school. Teresa gave a pear to",Mildred,"Afterwards, Diane and Rashawn went to the school. Brody gave a pear to",Amari,Teresa,Diane
"When Shannon and Ginger got a coconut at the park, Shannon decided to give the coconut to",Ginger,"When Toby and Frances got a coconut at the park, Kai decided to give the coconut to",Salvador,Shannon,Toby
"When Brian and Estelle got a pear at the shop, Estelle decided to give it to",Brian,"When Keith and Ethel got a pear at the shop, Summer decided to give it to",Felicia,Estelle,Ethel
"When Sonia and William got a blueberry at the gym, Sonia decided to give it to",William,"When Brenda and Fred got a blueberry at the gym, Wade decided to give it to",Denver,Sonia,Brenda
"When Stacy and Bernadette got a peach at the shop, Bernadette decided to give the peach to",Stacy,"When Anissa and Kirsten got a peach at the shop, Cedric decided to give the peach to",Tyra,Bernadette,Kirsten
