ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
Friends Kristi and Harriet found a cantaloupe at the library. Kristi gave it to,Harriet,Friends Melisa and Jayla found a cantaloupe at the library. Miriam gave it to,Rafael,Kristi,Melisa
"Then, Doris and Jody were thinking about going to the park. Jody wanted to give a orange to",Doris,"Then, Brandyn and Jeanette were thinking about going to the park. Kenzie wanted to give a orange to",Amos,Jody,Jeanette
"Then, Melissa and Mildred went to the shop. Melissa gave a orange to",Mildred,"Then, Lawson and Trevor went to the shop. Krystal gave a orange to",Maximillian,Melissa,Lawson
The forest Lee and Marian went to had a cantaloupe. Lee gave it to,Marian,The forest Allen and Dayana went to had a cantaloupe. Porter gave it to,Gina,Lee,Allen
"After Sophia and Leona went to the lake, Sophia gave a papaya to",Leona,"After Arielle and Malcolm went to the lake, Everett gave a papaya to",Seamus,Sophia,Arielle
"Then, Marsha and Yolanda went to the forest. Marsha gave a banana to",Yolanda,"Then, Jayla and Lourdes went to the forest. Kylan gave a banana to",Kelsi,Marsha,Jayla
"While Eleanor and Evelyn were working at the desert, Eleanor gave a peach to",Evelyn,"While Alexys and Gabriela were working at the desert, Antoine gave a peach to",Kelly,Eleanor,Alexys
Friends Sheila and Agnes found a banana at the mountain. Agnes gave it to,Sheila,Friends Drake and Madyson found a banana at the mountain. Katlynn gave it to,Emilio,Agnes,Madyson
"While Amanda and Bernadette were commuting to the gym, Bernadette gave a blackberry to",Amanda,"While Kody and Emilio were commuting to the gym, Elisabeth gave a blackberry to",Myron,Bernadette,Emilio
"Then, Stacey and Chelsea had a lot of fun at the beach. Stacey gave a apple to",Chelsea,"Then, Abraham and Wilson had a lot of fun at the beach. Payton gave a apple to",Breana,Stacey,Abraham
"Then, Rebecca and Jessie went to the gym. Rebecca gave a cantaloupe to",Jessie,"Then, Dana and Jerome went to the gym. Frances gave a cantaloupe to",Markus,Rebecca,Dana
"When Rachel and Mark got a blackberry at the bar, Rachel decided to give the blackberry to",Mark,"When Chance and Rose got a blackberry at the bar, Nicole decided to give the blackberry to",Emmanuel,Rachel,Chance
"Afterwards, Kelly and Angie went to the cave. Kelly gave a plum to",Angie,"Afterwards, Kate and Markus went to the cave. Emmanuel gave a plum to",Isidro,Kelly,Kate
"When Sarah and Inez got a mango at the river, Inez decided to give it to",Sarah,"When Jennifer and Brynn got a mango at the river, Mariano decided to give it to",Carter,Inez,Brynn
"While Mark and Jody were working at the cafe, Jody gave a blackberry to",Mark,"While Bruce and Jaylon were working at the cafe, Vincent gave a blackberry to",Maurice,Jody,Jaylon
"While Rachel and Paula were commuting to the gym, Rachel gave a blackberry to",Paula,"While Dean and Victor were commuting to the gym, Amber gave a blackberry to",Maria,Rachel,Dean
"Then, Carmen and Pat went to the gym. Pat gave a plum to",Carmen,"Then, Shelby and Bruce went to the gym. Mohammed gave a plum to",Reagan,Pat,Bruce
"Then, Rachel and Paula were thinking about going to the gym. Rachel wanted to give a pear to",Paula,"Then, Danny and Jarrod were thinking about going to the gym. Scott wanted to give a pear to",Genesis,Rachel,Danny
"While Susan and Mona were working at the store, Mona gave a banana to",Susan,"While Roger and Bonnie were working at the store, Zackary gave a banana to",Titus,Mona,Bonnie
"Afterwards, Jessica and Susan went to the bar. Jessica gave a peach to",Susan,"Afterwards, Dallas and Jerry went to the bar. Pedro gave a peach to",German,Jessica,Dallas
"While Velma and Leona were commuting to the forest, Velma gave a strawberry to",Leona,"While Rene and Sheldon were commuting to the forest, Isai gave a strawberry to",Aliza,Velma,Rene
The zoo Alice and Anne went to had a peach. Alice gave it to,Anne,The zoo Kate and Sky went to had a peach. Titus gave it to,Shea,Alice,Kate
"Afterwards, Melanie and Rebecca went to the bar. Rebecca gave a blackberry to",Melanie,"Afterwards, Carla and Leonard went to the bar. Sean gave a blackberry to",Kendrick,Rebecca,Leonard
"Then, Anne and Yvette had a lot of fun at the gym. Yvette gave a apple to",Anne,"Then, Eric and Josef had a lot of fun at the gym. Ivan gave a apple to",Aileen,Yvette,Josef
"Then, Natasha and Mattie went to the home. Natasha gave a cantaloupe to",Mattie,"Then, Nora and Diana went to the home. Isabela gave a cantaloupe to",Alfonso,Natasha,Nora
"Afterwards, Mona and Diana went to the beach. Mona gave a watermelon to",Diana,"Afterwards, Diane and Mason went to the beach. Deandre gave a watermelon to",Jena,Mona,Diane
"When Stella and Geneva got a honeydew at the library, Geneva decided to give it to",Stella,"When Amanda and Drake got a honeydew at the library, Steve decided to give it to",Caleb,Geneva,Drake
"While Marian and Robin were working at the home, Robin gave a coconut to",Marian,"While Barry and Jennifer were working at the home, Lorenzo gave a coconut to",Byron,Robin,Jennifer
"While Yvette and Juana were commuting to the market, Yvette gave a coconut to",Juana,"While Miles and Myles were commuting to the market, Lillian gave a coconut to",Collin,Yvette,Miles
"Afterwards, Kim and Natasha went to the beach. Natasha gave a banana to",Kim,"Afterwards, Raven and Garret went to the beach. Karen gave a banana to",Hillary,Natasha,Garret
"Then, Eleanor and Susan were thinking about going to the forest. Eleanor wanted to give a coconut to",Susan,"Then, Dana and Phoenix were thinking about going to the forest. Luis wanted to give a coconut to",Davis,Eleanor,Dana
"While Susan and Sonia were commuting to the school, Sonia gave a watermelon to",Susan,"While Josh and Donna were commuting to the school, Gabriel gave a watermelon to",Casey,Sonia,Donna
"Then, Mark and Inez went to the zoo. Inez gave a blueberry to",Mark,"Then, Richard and Mariela went to the zoo. Ariana gave a blueberry to",Ashton,Inez,Mariela
"After the lunch, Faye and Jerry went to the park. Faye gave a pear to",Jerry,"After the lunch, Chelsey and Hunter went to the park. Steve gave a pear to",Kole,Faye,Chelsey
"Afterwards, Chelsea and Lula went to the cafe. Lula gave a raspberry to",Chelsea,"Afterwards, Karl and Harrison went to the cafe. Joe gave a raspberry to",Duane,Lula,Harrison
"Then, Alyssa and Lula went to the shop. Lula gave a mango to",Alyssa,"Then, Corinne and Nyah went to the shop. Angie gave a mango to",Aracely,Lula,Nyah
"Then, Martha and Alicia were thinking about going to the school. Martha wanted to give a raspberry to",Alicia,"Then, Anton and Izaiah were thinking about going to the school. Wendy wanted to give a raspberry to",Rocky,Martha,Anton
Friends Marian and Lee found a papaya at the cafe. Lee gave it to,Marian,Friends Junior and Elizabeth found a papaya at the cafe. Miguel gave it to,Evan,Lee,Elizabeth
"After the lunch, Velma and Stacy went to the forest. Velma gave a kiwi to",Stacy,"After the lunch, Brandi and Kane went to the forest. Clayton gave a kiwi to",Rylan,Velma,Brandi
"While Leona and Yvette were commuting to the theater, Yvette gave a plum to",Leona,"While Shayne and Orion were commuting to the theater, Jaylen gave a plum to",Brandyn,Yvette,Orion
"Then, Nellie and Pat were working at the gym. Pat decided to give a raspberry to",Nellie,"Then, Priscilla and Luke were working at the gym. Elsa decided to give a raspberry to",Fabian,Pat,Luke
"Then, Megan and Janet were thinking about going to the cafe. Megan wanted to give a honeydew to",Janet,"Then, Wesley and Avery were thinking about going to the cafe. Quentin wanted to give a honeydew to",Kelly,Megan,Wesley
"When Lula and Sarah got a honeydew at the forest, Lula decided to give it to",Sarah,"When Ramon and Marc got a honeydew at the forest, Jaime decided to give it to",Byron,Lula,Ramon
The home Kristi and Angie went to had a cherry. Kristi gave it to,Angie,The home Chelsey and Sincere went to had a cherry. Armani gave it to,Cyrus,Kristi,Chelsey
Friends Mark and Kari found a kiwi at the home. Kari gave it to,Mark,Friends Andre and Grace found a kiwi at the home. Conner gave it to,Kole,Kari,Grace
"While Jody and Marian were commuting to the beach, Jody gave a watermelon to",Marian,"While Jarvis and Benny were commuting to the beach, Stefan gave a watermelon to",Kacie,Jody,Jarvis
"Then, Rebecca and Jacqueline had a lot of fun at the bar. Rebecca gave a mango to",Jacqueline,"Then, Britney and Cullen had a lot of fun at the bar. Tony gave a mango to",Kathryn,Rebecca,Britney
The store Kathryn and Inez went to had a orange. Inez gave it to,Kathryn,The store Micheal and Kaitlyn went to had a orange. Lara gave it to,Joey,Inez,Kaitlyn
"Then, David and Melissa were working at the library. Melissa decided to give a pineapple to",David,"Then, Sky and Kennedy were working at the library. Jared decided to give a pineapple to",Damien,Melissa,Kennedy
Friends Martha and Mattie found a orange at the museum. Martha gave it to,Mattie,Friends Jasper and Dayana found a orange at the museum. Neal gave it to,Leann,Martha,Jasper
The store Lorraine and Mona went to had a banana. Mona gave it to,Lorraine,The store Tristen and Kade went to had a banana. Paola gave it to,Felipe,Mona,Kade
"Afterwards, Eleanor and Lorraine went to the home. Eleanor gave a cantaloupe to",Lorraine,"Afterwards, Elissa and Makenzie went to the home. Richard gave a cantaloupe to",Cierra,Eleanor,Elissa
"Then, Estelle and Wilma were thinking about going to the theater. Estelle wanted to give a strawberry to",Wilma,"Then, Landon and Joey were thinking about going to the theater. Aisha wanted to give a strawberry to",Rachael,Estelle,Landon
"While Jerry and Lula were working at the forest, Lula gave a blueberry to",Jerry,"While Roman and Pedro were working at the forest, Evelyn gave a blueberry to",Kayden,Lula,Pedro
"While Marsha and Sarah were working at the library, Marsha gave a banana to",Sarah,"While Daryl and Mark were working at the library, Patience gave a banana to",Carter,Marsha,Daryl
"While Stacy and Kristi were commuting to the museum, Kristi gave a plum to",Stacy,"While Sadie and Tomas were commuting to the museum, Moshe gave a plum to",Raven,Kristi,Tomas
"Then, Leigh and Theresa had a lot of fun at the river. Leigh gave a grape to",Theresa,"Then, Paige and Jaime had a lot of fun at the river. Fred gave a grape to",Stephan,Leigh,Paige
"Then, Pauline and Mattie were working at the store. Pauline decided to give a apple to",Mattie,"Then, Isai and Derick were working at the store. Isaak decided to give a apple to",Aliza,Pauline,Isai
Friends Irma and Stacy found a orange at the beach. Irma gave it to,Stacy,Friends Antonia and Linda found a orange at the beach. Justice gave it to,Reese,Irma,Antonia
"While Doris and Fannie were working at the cave, Fannie gave a raspberry to",Doris,"While Alivia and Robyn were working at the cave, Yvonne gave a raspberry to",Clark,Fannie,Robyn
"Then, Kristi and Deanna were thinking about going to the beach. Kristi wanted to give a papaya to",Deanna,"Then, Trinity and Kaylin were thinking about going to the beach. Jade wanted to give a papaya to",Kailee,Kristi,Trinity
"While Eleanor and Brian were working at the desert, Eleanor gave a cantaloupe to",Brian,"While Avery and Bo were working at the desert, Bailey gave a cantaloupe to",Eva,Eleanor,Avery
The desert Juana and Jackie went to had a apple. Jackie gave it to,Juana,The desert Brice and Melissa went to had a apple. Tierra gave it to,Sydney,Jackie,Melissa
"After the lunch, Velma and Chelsea went to the shop. Velma gave a coconut to",Chelsea,"After the lunch, Dasia and Brian went to the shop. Desiree gave a coconut to",Patricia,Velma,Dasia
"Afterwards, Angie and Gwen went to the cafe. Gwen gave a papaya to",Angie,"Afterwards, Jaylan and Cody went to the cafe. Baylee gave a papaya to",Karla,Gwen,Cody
"Then, Brian and Grace were thinking about going to the cafe. Grace wanted to give a blueberry to",Brian,"Then, Martin and Alejandro were thinking about going to the cafe. Eve wanted to give a blueberry to",Garrett,Grace,Alejandro
"Afterwards, Kari and Heidi went to the home. Kari gave a grape to",Heidi,"Afterwards, Stephan and Julissa went to the home. Donald gave a grape to",Avery,Kari,Stephan
"Afterwards, Pat and Yolanda went to the gym. Pat gave a plum to",Yolanda,"Afterwards, Jack and Yamilet went to the gym. Isabella gave a plum to",Kyleigh,Pat,Jack
Friends Melissa and Charlene found a banana at the theater. Melissa gave it to,Charlene,Friends Raul and Sandra found a banana at the theater. Ronaldo gave it to,Zackery,Melissa,Raul
"After the lunch, Dianne and Jessica went to the zoo. Jessica gave a kiwi to",Dianne,"After the lunch, Kasey and Roy went to the zoo. Jaime gave a kiwi to",Augustus,Jessica,Roy
Friends Dianne and Mona found a kiwi at the cave. Mona gave it to,Dianne,Friends Tatiana and Hazel found a kiwi at the cave. Katia gave it to,Christian,Mona,Hazel
"When Marsha and Ginger got a watermelon at the zoo, Marsha decided to give the watermelon to",Ginger,"When Elissa and Beau got a watermelon at the zoo, Sonny decided to give the watermelon to",Silas,Marsha,Elissa
"Then, Evelyn and Kristi went to the museum. Kristi gave a peach to",Evelyn,"Then, Aylin and Lesley went to the museum. Tori gave a peach to",Javonte,Kristi,Lesley
"After Harriet and Robin went to the cafe, Robin gave a strawberry to",Harriet,"After Omar and Mark went to the cafe, Mohammed gave a strawberry to",Melanie,Robin,Mark
Friends Estelle and Brian found a kiwi at the desert. Estelle gave it to,Brian,Friends Kristina and Virginia found a kiwi at the desert. Juliette gave it to,Krystal,Estelle,Kristina
The beach Wilma and Miriam went to had a cantaloupe. Miriam gave it to,Wilma,The beach Lesley and Bria went to had a cantaloupe. Demarco gave it to,Brandi,Miriam,Bria
"After Violet and Yolanda went to the market, Violet gave a orange to",Yolanda,"After Amanda and Gabriella went to the market, Dominik gave a orange to",Emerson,Violet,Amanda
"Then, Ella and Natasha had a lot of fun at the beach. Natasha gave a coconut to",Ella,"Then, Miracle and Tess had a lot of fun at the beach. Terrance gave a coconut to",Blaine,Natasha,Tess
"While Jackie and Deanna were working at the store, Jackie gave a plum to",Deanna,"While Delaney and Branson were working at the store, Gaven gave a plum to",Sandra,Jackie,Delaney
Friends Pauline and Jessie found a papaya at the shop. Pauline gave it to,Jessie,Friends Bailey and Bennett found a papaya at the shop. Davis gave it to,Kaitlyn,Pauline,Bailey
"After the lunch, William and Martha went to the mountain. Martha gave a mango to",William,"After the lunch, Diamond and Elaine went to the mountain. Jenna gave a mango to",Jesus,Martha,Elaine
"Then, Jackie and Loretta were working at the theater. Jackie decided to give a cantaloupe to",Loretta,"Then, Markus and Krystal were working at the theater. Jana decided to give a cantaloupe to",Robin,Jackie,Markus
"Then, Lula and Charlene went to the desert. Lula gave a blueberry to",Charlene,"Then, Anika and Randi went to the desert. Gwendolyn gave a blueberry to",Rayna,Lula,Anika
"When Carmen and Robin got a pineapple at the home, Robin decided to give the pineapple to",Carmen,"When Rudy and Ty got a pineapple at the home, Cullen decided to give the pineapple to",Andrew,Robin,Ty
"Then, Charlene and Jody had a lot of fun at the cave. Jody gave a grape to",Charlene,"Then, Micah and Doris had a lot of fun at the cave. Selena gave a grape to",Nyasia,Jody,Doris
The lake Mark and Sonia went to had a mango. Sonia gave it to,Mark,The lake Mike and Tess went to had a mango. Marilyn gave it to,Naomi,Sonia,Tess
Friends Yvette and Juana found a watermelon at the theater. Yvette gave it to,Juana,Friends Moises and Francisco found a watermelon at the theater. Amira gave it to,Makenna,Yvette,Moises
"Then, Megan and Carmen had a lot of fun at the museum. Megan gave a blackberry to",Carmen,"Then, Saul and Abbigail had a lot of fun at the museum. Payton gave a blackberry to",Wesley,Megan,Saul
"While Violet and Rosa were commuting to the lake, Violet gave a pineapple to",Rosa,"While Suzanne and Kade were commuting to the lake, Kira gave a pineapple to",Lawrence,Violet,Suzanne
"While Richard and Janet were working at the home, Richard gave a papaya to",Janet,"While Arthur and Stuart were working at the home, Brooke gave a papaya to",Clare,Richard,Arthur
"While Rosemarie and Jackie were working at the gym, Jackie gave a pineapple to",Rosemarie,"While Dulce and Markus were working at the gym, Dario gave a pineapple to",Ryleigh,Jackie,Markus
"Then, Marsha and Paula went to the gym. Marsha gave a pear to",Paula,"Then, Jayla and Jamison went to the gym. Brent gave a pear to",Stacy,Marsha,Jayla
"After the lunch, Rosa and Gwen went to the zoo. Gwen gave a grape to",Rosa,"After the lunch, Mya and Luisa went to the zoo. Selina gave a grape to",Quinn,Gwen,Luisa
"While Mark and Lee were working at the home, Lee gave a apple to",Mark,"While April and Cole were working at the home, Mohamed gave a apple to",Erik,Lee,Cole
"Then, Pauline and Brandy went to the park. Pauline gave a kiwi to",Brandy,"Then, Kristian and Trever went to the park. Dejah gave a kiwi to",Phoenix,Pauline,Kristian
"Then, Kristi and Stacy went to the desert. Kristi gave a cantaloupe to",Stacy,"Then, Holly and Norma went to the desert. Rodrigo gave a cantaloupe to",Peter,Kristi,Holly
"Then, Sophia and William were working at the market. Sophia decided to give a kiwi to",William,"Then, Gianni and Kelly were working at the market. Kirk decided to give a kiwi to",Leonardo,Sophia,Gianni
"Then, Lorraine and Melissa were working at the store. Melissa decided to give a orange to",Lorraine,"Then, Ericka and Lauren were working at the store. Keenan decided to give a orange to",Bailey,Melissa,Lauren
"While Susan and Mona were commuting to the shop, Mona gave a kiwi to",Susan,"While Morgan and Emerald were commuting to the shop, Pierce gave a kiwi to",Jaeden,Mona,Emerald
"Then, Suzanne and Sheila went to the desert. Suzanne gave a grape to",Sheila,"Then, Breonna and Macey went to the desert. Max gave a grape to",Shannon,Suzanne,Breonna
"After the lunch, Bernadette and Melanie went to the forest. Bernadette gave a blackberry to",Melanie,"After the lunch, Nasir and Ryley went to the forest. Catherine gave a blackberry to",Chasity,Bernadette,Nasir
"Then, Doris and Grace were working at the shop. Grace decided to give a cantaloupe to",Doris,"Then, Gaige and Eli were working at the shop. Jaqueline decided to give a cantaloupe to",Glenn,Grace,Eli
Friends Sophia and Alyssa found a raspberry at the store. Sophia gave it to,Alyssa,Friends Lukas and Alfonso found a raspberry at the store. Jazlyn gave it to,Gordon,Sophia,Lukas
"Then, Ginger and Agnes were working at the shop. Agnes decided to give a watermelon to",Ginger,"Then, Mariam and Cassidy were working at the shop. Daniel decided to give a watermelon to",Donnell,Agnes,Cassidy
"When Violet and Evelyn got a papaya at the zoo, Violet decided to give the papaya to",Evelyn,"When Reese and Alexandrea got a papaya at the zoo, Tyson decided to give the papaya to",Demetrius,Violet,Reese
"When Leigh and Ginger got a plum at the market, Leigh decided to give the plum to",Ginger,"When Edith and Brock got a plum at the market, Lloyd decided to give the plum to",Roman,Leigh,Edith
"When Chelsea and Agnes got a cherry at the park, Agnes decided to give the cherry to",Chelsea,"When Christopher and Haley got a cherry at the park, Genevieve decided to give the cherry to",David,Agnes,Haley
"When Irma and David got a pineapple at the park, Irma decided to give the pineapple to",David,"When Xander and Georgia got a pineapple at the park, Kelvin decided to give the pineapple to",Drew,Irma,Xander
"Then, Teresa and Dianne were thinking about going to the store. Teresa wanted to give a watermelon to",Dianne,"Then, Dale and Draven were thinking about going to the store. Tara wanted to give a watermelon to",Jeffrey,Teresa,Dale
"Then, Erika and Brandy had a lot of fun at the beach. Erika gave a coconut to",Brandy,"Then, Dayana and Haylie had a lot of fun at the beach. Jaycee gave a coconut to",Charles,Erika,Dayana
"After Heidi and Rebecca went to the forest, Rebecca gave a coconut to",Heidi,"After Nigel and Jewel went to the forest, Javier gave a coconut to",Gerald,Rebecca,Jewel
"Then, Marsha and Melanie went to the library. Marsha gave a cantaloupe to",Melanie,"Then, Amya and Kennedy went to the library. Conrad gave a cantaloupe to",Kylee,Marsha,Amya
"When Loretta and Kevin got a blackberry at the shop, Kevin decided to give it to",Loretta,"When Ashtyn and Sky got a blackberry at the shop, Beatriz decided to give it to",Grace,Kevin,Sky
"After Martha and Evelyn went to the forest, Martha gave a papaya to",Evelyn,"After Abdullah and Brennon went to the forest, Melissa gave a papaya to",Candice,Martha,Abdullah
"While Martha and Carmen were commuting to the river, Martha gave a pineapple to",Carmen,"While Eleanor and Cheyenne were commuting to the river, Jessie gave a pineapple to",Sky,Martha,Eleanor
"After Jessie and Violet went to the mountain, Violet gave a banana to",Jessie,"After Nash and Angelique went to the mountain, Everett gave a banana to",Daisy,Violet,Angelique
"When Pauline and David got a cantaloupe at the library, Pauline decided to give it to",David,"When Terrell and Neal got a cantaloupe at the library, Jacqueline decided to give it to",Larry,Pauline,Terrell
"After Stacey and Doris went to the theater, Stacey gave a blackberry to",Doris,"After Gavin and Laisha went to the theater, Lauryn gave a blackberry to",Reid,Stacey,Gavin
"While Geneva and Dianne were commuting to the desert, Geneva gave a grape to",Dianne,"While Walter and Stephany were commuting to the desert, Ashton gave a grape to",Rodney,Geneva,Walter
"When Fannie and Amanda got a cherry at the river, Fannie decided to give the cherry to",Amanda,"When Alisa and Andreas got a cherry at the river, Jaydon decided to give the cherry to",Moriah,Fannie,Alisa
"When Leona and Velma got a blueberry at the beach, Velma decided to give it to",Leona,"When Cade and Dustin got a blueberry at the beach, Keara decided to give it to",Corey,Velma,Dustin
"After the lunch, Ella and Estelle went to the cave. Estelle gave a cherry to",Ella,"After the lunch, Shaina and Rebeca went to the cave. Melissa gave a cherry to",Cristal,Estelle,Rebeca
"While Loretta and Jody were commuting to the home, Jody gave a papaya to",Loretta,"While Darnell and Jarrod were commuting to the home, Rachelle gave a papaya to",Brielle,Jody,Jarrod
"After William and Sonia went to the bar, Sonia gave a pear to",William,"After Ray and Whitney went to the bar, Patrick gave a pear to",Rita,Sonia,Whitney
Friends Carol and David found a banana at the museum. Carol gave it to,David,Friends Sasha and Jan found a banana at the museum. Jane gave it to,Alexis,Carol,Sasha
"When Angie and Kevin got a kiwi at the river, Kevin decided to give it to",Angie,"When Franklin and Gordon got a kiwi at the river, Dalton decided to give it to",Carlie,Kevin,Gordon
"Afterwards, Megan and Alicia went to the market. Megan gave a papaya to",Alicia,"Afterwards, Reid and Janae went to the market. Trinity gave a papaya to",Jack,Megan,Reid
The bar Shannon and Yolanda went to had a cantaloupe. Shannon gave it to,Yolanda,The bar Kaylin and Lizeth went to had a cantaloupe. Travon gave it to,Jakob,Shannon,Kaylin
"After Lula and Amanda went to the gym, Lula gave a plum to",Amanda,"After Zaria and Dayne went to the gym, Fernando gave a plum to",Casey,Lula,Zaria
"After Dianne and Ethel went to the school, Ethel gave a honeydew to",Dianne,"After Nayeli and Riley went to the school, Rayna gave a honeydew to",Lindsey,Ethel,Riley
"When Doris and Melissa got a raspberry at the beach, Melissa decided to give the raspberry to",Doris,"When Margaret and Brodie got a raspberry at the beach, Dominik decided to give the raspberry to",Larry,Melissa,Brodie
"Then, Pat and Susan had a lot of fun at the mountain. Pat gave a plum to",Susan,"Then, Ali and Craig had a lot of fun at the mountain. Iris gave a plum to",Robert,Pat,Ali
"Then, Kim and Estelle went to the mountain. Estelle gave a plum to",Kim,"Then, Justin and Eve went to the mountain. Jaylen gave a plum to",Zackery,Estelle,Eve
"While Jody and Mark were commuting to the mountain, Jody gave a banana to",Mark,"While Muhammad and Madison were commuting to the mountain, Brenden gave a banana to",Dashawn,Jody,Muhammad
Friends Nellie and Maggie found a plum at the park. Maggie gave it to,Nellie,Friends Cheyanne and Elisabeth found a plum at the park. Francesca gave it to,Brody,Maggie,Elisabeth
"While Jody and Virginia were commuting to the cafe, Jody gave a banana to",Virginia,"While Shawn and Morgan were commuting to the cafe, Laura gave a banana to",Emmanuel,Jody,Shawn
Friends Jacqueline and Rebecca found a blueberry at the cafe. Rebecca gave it to,Jacqueline,Friends Stephanie and Joana found a blueberry at the cafe. Valeria gave it to,Dillon,Rebecca,Joana
Friends Diana and Robin found a watermelon at the store. Robin gave it to,Diana,Friends Jessie and Patrick found a watermelon at the store. Allen gave it to,Maxim,Robin,Patrick
The cafe Carmen and Estelle went to had a honeydew. Estelle gave it to,Carmen,The cafe Yasmin and Aidan went to had a honeydew. Kole gave it to,Conner,Estelle,Aidan
"When Charlene and Miriam got a plum at the zoo, Miriam decided to give it to",Charlene,"When Jamari and Layla got a plum at the zoo, Alysa decided to give it to",Diego,Miriam,Layla
The desert Brandy and Fannie went to had a peach. Fannie gave it to,Brandy,The desert Elias and Melody went to had a peach. Candice gave it to,Ryann,Fannie,Melody
The cave Rachel and Ella went to had a grape. Rachel gave it to,Ella,The cave Ross and Samson went to had a grape. Asher gave it to,Jeremy,Rachel,Ross
"Then, Anne and Martha were thinking about going to the cave. Martha wanted to give a grape to",Anne,"Then, Jack and Bret were thinking about going to the cave. Hanna wanted to give a grape to",Dalton,Martha,Bret
Friends Chelsea and Megan found a pear at the desert. Megan gave it to,Chelsea,Friends Maria and Raphael found a pear at the desert. Karen gave it to,Stephanie,Megan,Raphael
"Afterwards, Mona and Jerry went to the store. Mona gave a cherry to",Jerry,"Afterwards, Stella and Ray went to the store. Emiliano gave a cherry to",Roy,Mona,Stella
"Then, Miriam and Jacqueline had a lot of fun at the store. Miriam gave a apple to",Jacqueline,"Then, Abram and Eliseo had a lot of fun at the store. Reynaldo gave a apple to",Adrienne,Miriam,Abram
"While Kevin and Mildred were working at the park, Kevin gave a raspberry to",Mildred,"While Ray and Keenan were working at the park, Kelton gave a raspberry to",Colby,Kevin,Ray
"After the lunch, Virginia and Robin went to the mountain. Robin gave a cherry to",Virginia,"After the lunch, River and German went to the mountain. Bruno gave a cherry to",Marcel,Robin,German
"Afterwards, Mattie and Alice went to the desert. Alice gave a papaya to",Mattie,"Afterwards, Megan and Susan went to the desert. Lauren gave a papaya to",Syed,Alice,Susan
"While Marsha and Melanie were commuting to the cave, Marsha gave a honeydew to",Melanie,"While Cameron and Aliza were commuting to the cave, Anthony gave a honeydew to",Alisa,Marsha,Cameron
"While Ethel and Leona were commuting to the river, Ethel gave a honeydew to",Leona,"While Addison and Susana were commuting to the river, Rowan gave a honeydew to",Cristal,Ethel,Addison
"Then, Stella and Richard had a lot of fun at the home. Richard gave a grape to",Stella,"Then, Dylan and Austin had a lot of fun at the home. Brook gave a grape to",Trevor,Richard,Austin
"While Evelyn and Fannie were working at the forest, Fannie gave a apple to",Evelyn,"While Dallin and Maribel were working at the forest, Don gave a apple to",Mallory,Fannie,Maribel
"Then, Jody and Brandy went to the zoo. Jody gave a pineapple to",Brandy,"Then, Nicole and Isiah went to the zoo. Aja gave a pineapple to",Cullen,Jody,Nicole
"Then, Theresa and Kari were thinking about going to the school. Kari wanted to give a apple to",Theresa,"Then, Luciano and Payton were thinking about going to the school. Ciara wanted to give a apple to",Dion,Kari,Payton
"After David and Pauline went to the school, Pauline gave a peach to",David,"After Kent and Cassidy went to the school, Kimberly gave a peach to",Ernesto,Pauline,Cassidy
The zoo Heidi and Suzanne went to had a cherry. Suzanne gave it to,Heidi,The zoo Mason and Cade went to had a cherry. Adrian gave it to,Michael,Suzanne,Cade
"After the lunch, Melanie and Marilyn went to the river. Marilyn gave a orange to",Melanie,"After the lunch, Nigel and Rudy went to the river. Alice gave a orange to",Logan,Marilyn,Rudy
Friends Fannie and Heidi found a raspberry at the desert. Fannie gave it to,Heidi,Friends Dylan and Adrien found a raspberry at the desert. Cristopher gave it to,Perry,Fannie,Dylan
Friends Jessie and Eleanor found a coconut at the cave. Eleanor gave it to,Jessie,Friends Tomas and Freddy found a coconut at the cave. Theodore gave it to,Elias,Eleanor,Freddy
"While David and Miriam were commuting to the museum, Miriam gave a cherry to",David,"While Mike and Trey were commuting to the museum, Desmond gave a cherry to",Luke,Miriam,Trey
"When David and Lula got a mango at the zoo, Lula decided to give the mango to",David,"When Richard and Nicholas got a mango at the zoo, Gaige decided to give the mango to",Aspen,Lula,Nicholas
"When Heidi and Stacey got a kiwi at the mountain, Stacey decided to give the kiwi to",Heidi,"When Rebecca and Johnathan got a kiwi at the mountain, Shyanne decided to give the kiwi to",Griffin,Stacey,Johnathan
"While Jacqueline and Kristi were commuting to the park, Kristi gave a cantaloupe to",Jacqueline,"While Dalton and Jerome were commuting to the park, Rachelle gave a cantaloupe to",Alyson,Kristi,Jerome
"Then, Charlene and Faye were thinking about going to the gym. Faye wanted to give a banana to",Charlene,"Then, Leigh and Clay were thinking about going to the gym. Alize wanted to give a banana to",Angelique,Faye,Clay
"Then, Stacey and Nellie had a lot of fun at the park. Stacey gave a peach to",Nellie,"Then, Gaven and Terrance had a lot of fun at the park. Maximilian gave a peach to",Kacie,Stacey,Gaven
"Then, Miriam and Ginger were thinking about going to the theater. Miriam wanted to give a kiwi to",Ginger,"Then, Maxim and Scarlett were thinking about going to the theater. Maria wanted to give a kiwi to",Javion,Miriam,Maxim
"When Jessica and Marian got a cherry at the theater, Jessica decided to give it to",Marian,"When Guy and Willow got a cherry at the theater, Montana decided to give it to",August,Jessica,Guy
